ticker_yf,ticker_tv,price,last,mcap_usd_final,mcap,avg_dollar_vol,tv_score,tv_reco,analyst_bucket,analyst_votes,sector,industry,p_tech,p_tv,p_an,pillars_met,votes_bin,rank_score,bucket
BIRK,BIRK,47.400001525878906,47.400001525878906,,,91839992.9887371,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
PCTY,PCTY,171.92999267578125,171.92999267578125,,,91202634.84379578,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
EEFT,EEFT,91.33999633789062,91.33999633789062,,,90669622.35707855,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
KNSL,KNSL,436.3699951171875,436.3699951171875,,,88891561.18833618,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
MTN,MTN,147.3800048828125,147.3800048828125,,,86905992.45791626,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
PNW,PNW,88.37000274658203,88.37000274658203,,,86477347.84071465,0.0,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.1,event
KEX,KEX,88.0,88.0,,,84227150.61353607,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
GPK,GPK,21.059999465942383,21.059999465942383,,,81675050.82933378,0.0,SELL,HOLD,20.0,Materials,Unknown,False,False,False,0,10-20,0.1,event
G,G,43.33000183105469,43.33000183105469,,,80746392.71871567,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
OLED,OLED,138.1999969482422,138.1999969482422,,,77962401.54878616,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
POST,POST,106.11000061035156,106.11000061035156,,,75816555.49606323,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
COLD,COLD,13.609999656677246,13.609999656677246,,,74161893.1031775,0.0,SELL,HOLD,20.0,Real Estate,Unknown,False,False,False,0,10-20,0.1,event
SLM,SLM,29.030000686645508,29.030000686645508,,,69925123.55682345,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
RYAN,RYAN,51.68999862670898,51.68999862670898,,,69759613.64876099,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
PPC,PPC,44.060001373291016,44.060001373291016,,,65253327.32728958,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
QGEN,QGEN,46.060001373291016,46.060001373291016,,,64589369.40587387,0.0,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.1,event
IRDM,IRDM,18.38999938964844,18.38999938964844,,,61685628.29153633,0.0,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.1,event
WEN,WEN,9.890000343322754,9.890000343322754,,,61642565.83712001,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
BFAM,BFAM,114.12999725341795,114.12999725341795,,,57491786.0209301,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
SAIC,SAIC,106.37000274658205,106.37000274658205,,,57482262.09800072,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
FLO,FLO,14.270000457763672,14.270000457763672,,,55658866.45007229,0.0,SELL,HOLD,20.0,Consumer Staples,Unknown,False,False,False,0,10-20,0.1,event
CBSH,CBSH,60.11000061035156,60.11000061035156,,,55524973.2782341,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
CHDN,CHDN,98.81999969482422,98.81999969482422,,,53156141.93751335,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
CHH,CHH,115.12000274658205,115.12000274658205,,,47866073.36817932,0.0,SELL,HOLD,20.0,Consumer Discretionary,Unknown,False,False,False,0,10-20,0.1,event
ALGM,ALGM,29.96999931335449,29.96999931335449,,,44364952.15089388,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
VIRT,VIRT,37.08000183105469,37.08000183105469,,,43997408.1949234,0.0,SELL,HOLD,20.0,Financials,Unknown,False,False,False,0,10-20,0.1,event
ERIE,ERIE,337.9200134277344,337.9200134277344,,,43755058.58259125,0.0,SELL,HOLD,20.0,Unknown,Unknown,False,False,False,0,10-20,0.1,event
OGE,OGE,44.20000076293945,44.20000076293945,,,43094739.27889633,0.0,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.1,event
DV,DV,13.949999809265137,13.949999809265137,,,38659036.42820907,0.0,SELL,HOLD,20.0,Information Technology,Unknown,False,False,False,0,10-20,0.1,event
NWS,NWS,32.27000045776367,32.27000045776367,,,38614205.364369966,0.0,SELL,HOLD,20.0,Communication Services,Unknown,False,False,False,0,10-20,0.1,event
PRGO,PRGO,22.549999237060547,22.549999237060547,,,34113366.30234909,0.0,SELL,HOLD,20.0,Health Care,Unknown,False,False,False,0,10-20,0.1,event
MAN,MAN,39.58000183105469,39.58000183105469,,,33034161.36687088,0.0,SELL,HOLD,20.0,Industrials,Unknown,False,False,False,0,10-20,0.1,event
CWEN,CWEN,28.6200008392334,28.6200008392334,,,28117211.96114397,0.0,SELL,HOLD,20.0,Utilities,Unknown,False,False,False,0,10-20,0.1,event
