ticker,sector
MQY,Financials
MRAM,Information Technology
MRBK,Financials
MRDN,Consumer Discretionary
MRLN,Industrials
MRP,Real Estate
MRTN,Industrials
MRVI,Health Care
MRX,Financials
MSB,Materials
MSBI,Financials
MSEX,Utilities
MSGE,Communication Services
MSIF,Financials
MTA,Materials
MTH,Consumer Discretionary
MTLS,Information Technology
MTN,Consumer Discretionary
MTRX,Industrials
MTUS,Materials
MTW,Industrials
MTX,Materials
MUA,Financials
MUC,Financials
MUJ,Financials
MUR,Energy
MUX,Materials
MVBF,Financials
MVST,Consumer Discretionary
MWA,Industrials
MX,Information Technology
MXCT,Health Care
MYE,Consumer Discretionary
MYFW,Financials
MYGN,Health Care
MYI,Financials
MZTI,Consumer Staples
NABL,Information Technology
NAGE,Health Care
NAK,Materials
NAMS,Health Care
NAT,Energy
NATH,Consumer Discretionary
NATL,Information Technology
NATR,Consumer Staples
NAUT,Health Care
NAVI,Financials
NB,Materials
NBBK,Financials
NBHC,Financials
NBN,Financials
NBP,Health Care
NBR,Energy
NBTB,Financials
NBTX,Health Care
NCDL,Financials
NCMI,Communication Services
NCNO,Information Technology
NCSM,Energy
NCV,Financials
NDMO,Financials
NECB,Financials
NEGG,Consumer Discretionary
NEO,Health Care
NEOG,Health Care
NEOV,Industrials
NERV,Health Care
NESR,Energy
NEWP,Materials
NEWT,Financials
NEXA,Materials
NEXN,Communication Services
NEXT,Energy
NFBK,Financials
NFGC,Materials
NG,Materials
NGEN,Health Care
NGL,Energy
NGNE,Health Care
NGS,Energy
NGVC,Consumer Staples
NGVT,Materials
NHC,Health Care
NHI,Real Estate
NIC,Financials
NIE,Financials
NIQ,
NKLR,Utilities
NKSH,Financials
NKTR,Health Care
NKTX,Health Care
NLOP,Real Estate
NMAD,Industrials
NMAX,Communication Services
NMCO,Financials
NMFC,Financials
NMG,Materials
NMIH,Financials
NMM,Industrials
NMRA,Health Care
NMRK,Real Estate
NN,Information Technology
NNBR,Industrials
NNDM,Information Technology
NNE,Industrials
NNI,Financials
NOA,Energy
NOG,Energy
NOMD,Consumer Staples
NOVTU,Information Technology
NP,Financials
NPB,Financials
NPCE,Health Care
NPK,Industrials
NPKI,Industrials
NPWR,Industrials
NRC,Health Care
NRDS,Communication Services
NRDY,Information Technology
NREF,Real Estate
NRGV,Utilities
NRIM,Financials
NRIX,Health Care
NRP,Energy
NRXP,Health Care
NSA,Real Estate
NSIT,Information Technology
NSLR,Financials
NSP,Industrials
NSSC,Industrials
NTB,Financials
NTCT,Information Technology
NTGR,Information Technology
NTLA,Health Care
NTRSO,Financials
NTSK,Information Technology
NTST,Real Estate
NUAI,Information Technology
NUS,Consumer Staples
NUTX,Health Care
NUVB,Health Care
NVA,Materials
NVAX,Health Care
NVCR,Health Care
NVCT,Health Care
NVEC,Information Technology
NVGS,Energy
NVRI,Industrials
NVST,Health Care
NVTS,Information Technology
NWBI,Financials
NWE,Utilities
NWFL,Financials
NWL,Consumer Staples
NWN,Utilities
NWPX,Materials
NX,Industrials
NXDR,Communication Services
NXG,Financials
NXP,Financials
NXRT,Real Estate
NYAX,Information Technology
OABI,Health Care
OBE,Energy
OBIO,Health Care
OBK,Financials
OBT,Financials
OCC,Information Technology
OCFC,Financials
OCGN,Health Care
OCS,Health Care
OCSL,Financials
OCUL,Health Care
ODC,Materials
ODD,Consumer Staples
ODV,Materials
OEC,Materials
OFG,Financials
OFIX,Health Care
OFLX,Industrials
OGC,Materials
OGN,Health Care
OGS,Utilities
OI,Consumer Discretionary
OII,Energy
OIS,Energy
OKUR,Health Care
OLED,Information Technology
OLLI,Consumer Staples
OLMA,Health Care
OLN,Materials
OLP,Real Estate
OLPX,Consumer Discretionary
OMCL,Health Care
OMDA,Health Care
OMER,Health Care
ONDS,Information Technology
ONEW,Consumer Discretionary
ONIT,Financials
ONL,Real Estate
ONT,Industrials
OOMA,Information Technology
OPCH,Health Care
OPEN,Real Estate
OPFI,Financials
OPK,Health Care
OPLN,Consumer Discretionary
OPRA,Communication Services
OPRT,Financials
OPRX,Health Care
OPTU,Communication Services
OPTX,Information Technology
OPY,Financials
ORC,Real Estate
ORGO,Health Care
ORIC,Health Care
ORKA,Health Care
ORLA,Materials
ORMP,Health Care
ORN,Industrials
ORRF,Financials
OSBC,Financials
OSG,Financials
OSIS,Information Technology
OSPN,Information Technology
OSS,Information Technology
OSUR,Health Care
OSW,Consumer Discretionary
OTF,Financials
OTLK,Health Care
OTTR,Industrials
OUST,Information Technology
OVBC,Financials
OVID,Health Care
OVLY,Financials
OWLT,Health Care
OXLC,Financials
OXM,Consumer Discretionary
OXSQ,Financials
PACB,Health Care
PACK,Consumer Discretionary
PAGP,Energy
PAGS,Information Technology
PAHC,Health Care
PAL,Industrials
PALI,Health Care
PAM,Industrials
PANL,Industrials
PAR,Information Technology
PARR,Energy
PATK,Consumer Discretionary
PAX,Financials
PAY,Information Technology
PAYO,Information Technology
PAYS,Information Technology
PBH,Health Care
PBI,Industrials
PBT,Energy
PBYI,Health Care
PCB,Financials
PCRX,Health Care
PCT,Industrials
PD,Information Technology
PDEX,Health Care
PDFS,Information Technology
PDI,Financials
PDLB,Financials
PDM,Real Estate
PDO,Financials
PDS,Energy
PDX,Financials
PDYN,Information Technology
PEB,Real Estate
PEBK,Financials
PEBO,Financials
PED,Energy
PENG,Information Technology
PENN,Consumer Discretionary
PEPG,Health Care
PERI,Communication Services
PESI,Industrials
PFBC,Financials
PFIS,Financials
PFLT,Financials
PFS,Financials
PFSI,Financials
PGC,Financials
PGEN,Health Care
PGNY,Health Care
PGY,Information Technology
PHAT,Health Care
PHI,Communication Services
PHIN,Consumer Discretionary
PHR,Health Care
PHVS,Health Care
PI,Information Technology
PII,Consumer Discretionary
PINE,Real Estate
PK,Real Estate
PKBK,Financials
PKE,Industrials
PKOH,Industrials
PLAB,Information Technology
PLAY,Communication Services
PLBC,Financials
PLBL,Consumer Discretionary
PLBY,Consumer Discretionary
PLG,Materials
PLGO,Financials
PLMR,Financials
PLNT,Consumer Discretionary
PLOW,Consumer Discretionary
PLPC,Industrials
PLSE,Health Care
PLTK,Communication Services
PLUG,Industrials
PLUS,Information Technology
PLX,Health Care
PMT,Real Estate
PMTS,Financials
PNBK,Financials
PNNT,Financials
PNRG,Energy
PNTG,Health Care
POET,Information Technology
PONY,Information Technology
POST,Consumer Staples
POWI,Information Technology
POWW,Industrials
PPIH,Industrials
PPLI,Communication Services
PPTA,Materials
PRAA,Financials
PRCH,Financials
PRCT,Health Care
PRDO,Consumer Staples
PRE,Consumer Staples
PRG,Industrials
PRGO,Health Care
PRGS,Information Technology
PRIM,Industrials
PRK,Financials
PRKS,Consumer Discretionary
PRLB,Industrials
PRLD,Health Care
PRME,Health Care
PROK,Health Care
PRQR,Health Care
PRSU,Consumer Discretionary
PRTA,Health Care
PRTH,Information Technology
PRVA,Health Care
PSEC,Financials
PSFE,Information Technology
PSIX,Industrials
PSNL,Health Care
PSNY,Consumer Discretionary
PSTL,Real Estate
PTA,Financials
PTEN,Energy
PTLO,Consumer Discretionary
PTON,Consumer Discretionary
PTRN,Information Technology
PUBM,Information Technology
PUMP,Energy
PURR,Financials
PVH,Consumer Discretionary
PVLA,Health Care
PWP,Financials
PXED,Consumer Staples
PYPD,Health Care
PYXS,Health Care
PZZA,Consumer Discretionary
QCRH,Financials
QDEL,Health Care
QFIN,Financials
QH,Information Technology
QMCO,Information Technology
QNST,Communication Services
QS,Consumer Discretionary
QTRX,Health Care
QTTB,Health Care
QTWO,Information Technology
QUAD,Industrials
QUBT,Information Technology
QUIK,Information Technology
QURE,Health Care
RAIL,Industrials
RAMP,Information Technology
RAPP,Health Care
RARE,Health Care
RBB,Financials
RBBN,Information Technology
RBCAA,Financials
RC,Real Estate
RCAT,Industrials
RCEL,Health Care
RCKT,Health Care
RCKY,Consumer Discretionary
RCMT,Industrials
RCUS,Health Care
RDCM,Communication Services
RDN,Financials
RDNT,Health Care
RDNW,Consumer Discretionary
RDVT,Information Technology
RDW,Industrials
RDWR,Information Technology
RDZN,Information Technology
REAL,Consumer Discretionary
REAX,Real Estate
REFI,Real Estate
REI,Energy
RELL,Information Technology
RELY,Information Technology
REPL,Health Care
REPX,Energy
RERE,Consumer Discretionary
RES,Energy
REX,Materials
REZI,Industrials
RFI,Financials
RFIL,Industrials
RFL,Real Estate
RGC,Health Care
RGNX,Health Care
RGP,Industrials
RGR,Industrials
RGTI,Information Technology
RH,Consumer Discretionary
RHI,Industrials
RHLD,Industrials
RICK,Consumer Discretionary
RIGL,Health Care
RILY,Financials
RJET,Industrials
RLAY,Health Care
RLGT,Industrials
RLJ,Real Estate
RLMD,Health Care
RLX,Consumer Staples
RM,Financials
RMAX,Real Estate
RMBI,Financials
RMNI,Information Technology
RMR,Real Estate
RMT,Financials
RNAC,Health Care
RNG,Information Technology
RNGR,Energy
RNP,Financials
RNST,Financials
RNW,Utilities
ROCK,Industrials
ROG,Information Technology
ROOT,Financials
RPAY,Information Technology
RPC,Financials
RPD,Information Technology
RPT,Real Estate
RQI,Financials
RR,Industrials
RRBI,Financials
RRGB,Consumer Discretionary
RSKD,Information Technology
RTB,Information Technology
RUM,Communication Services
RUN,Information Technology
RVLV,Consumer Discretionary
RVSB,Financials
RVT,Financials
RWAY,Financials
RWT,Real Estate
RXO,Industrials
RXRX,Health Care
RXST,Health Care
RXT,Information Technology
RYAM,Materials
RYZ,Industrials
RZC,
RZLT,Health Care
RZLV,Information Technology
SA,Materials
SABR,Information Technology
SABS,Health Care
SAFE,Real Estate
SAFT,Financials
SAH,Consumer Discretionary
SAIC,Information Technology
SAM,Consumer Staples
SANA,Health Care
SAR,Financials
SATL,Industrials
SB,Industrials
SBCF,Financials
SBET,Financials
SBFG,Financials
SBGI,Communication Services
SBH,Consumer Discretionary
SBLK,Industrials
SBR,Energy
SBRA,Real Estate
SBSI,Financials
SCHL,Communication Services
SCL,Materials
SCM,Financials
SCSC,Information Technology
SCZM,Materials
SD,Energy
SDGR,Health Care
SDHC,Real Estate
SDRL,Energy
SEB,Industrials
SEDG,Information Technology
SEER,Health Care
SEG,Real Estate
SEI,Energy
SENEA,Consumer Staples
SENS,Health Care
SEPN,Health Care
SERV,Industrials
SEVN,Real Estate
SFBS,Financials
SFIX,Consumer Discretionary
SFL,Industrials
SFNC,Financials
SFST,Financials
SG,Consumer Discretionary
SGHT,Health Care
SGML,Materials
SGMT,Health Care
SGRY,Health Care
SHAK,Consumer Discretionary
SHBI,Financials
SHC,Health Care
SHEN,Communication Services
SHIP,Industrials
SHLS,Information Technology
SHMD,Industrials
SHO,Real Estate
SHOE,Consumer Discretionary
SHOO,Consumer Discretionary
SI,
SIBN,Health Care
SID,Materials
SIDU,Industrials
SIF,Industrials
SIFY,Communication Services
SIG,Consumer Discretionary
SIGA,Health Care
SIGIP,Financials
SII,Financials
SILC,Information Technology
SION,Health Care
SITC,Real Estate
SITE,Industrials
SKE,Materials
SKIN,Consumer Staples
SKT,Real Estate
SKWD,Financials
SKY,Consumer Discretionary
SKYH,Real Estate
SKYT,Information Technology
SKYW,Industrials
SKYX,Industrials
SLBT,Health Care
SLDB,Health Care
SLDE,Financials
SLDP,Consumer Discretionary
SLG,Real Estate
SLGL,Health Care
SLGN,Consumer Discretionary
SLI,Materials
SLM,Financials
SLN,Health Care
SLNH,Financials
SLP,Health Care
SLRC,Financials
SLS,Health Care
SLSR,Materials
SLVM,Materials
SMA,Real Estate
SMBC,Financials
SMBK,Financials
SMC,Energy
SMG,Materials
SMHI,Industrials
SMJF,Consumer Discretionary
SMP,Consumer Discretionary
SMPL,Consumer Staples
SMR,Industrials
SMRT,Information Technology
SMTI,Health Care
SMWB,Information Technology
SND,Energy
SNDA,Health Care
SNDL,Consumer Staples
SNDX,Health Care
SNWV,Health Care
SOC,Energy
SONO,Information Technology
SOPH,Health Care
SOUN,Information Technology
SPB,Consumer Staples
SPCE,Industrials
SPFI,Financials
SPH,Utilities
SPHR,Communication Services
SPIR,Industrials
SPNT,Financials
SPOK,Health Care
SPRB,Health Care
SPRO,Health Care
SPRY,Health Care
SPSC,Information Technology
SPT,Information Technology
SR,Utilities
SRAD,Information Technology
SRCE,Financials
SRI,Consumer Discretionary
SRPT,Health Care
SRTA,Health Care
SRXH,Consumer Staples
SRZN,Health Care
SSP,Communication Services
SSTI,Information Technology
SSTK,Communication Services
SSYS,Information Technology
STAA,Health Care
STBA,Financials
STC,Financials
STEX,Financials
STGW,Communication Services
STIM,Health Care
STNE,Information Technology
STNG,Energy
STOK,Health Care
STRA,Consumer Staples
STRO,Health Care
STRS,Real Estate
STRT,Consumer Discretionary
STRZ,Communication Services
STTK,Health Care
STUB,Communication Services
STXS,Health Care
SUNC,Energy
SUNS,Real Estate
SUPN,Health Care
SUPV,Financials
SUPX,Information Technology
SVC,Real Estate
SVCO,Information Technology
SVM,Materials
SVRA,Health Care
SVV,Consumer Discretionary
SWBI,Industrials
SWIM,Industrials
SXC,Materials
SXI,Industrials
SXT,Materials
SYBT,Financials
SYNA,Information Technology
TAC,Utilities
TACO,Financials
TAK,Health Care
TALK,Health Care
TALO,Energy
TARA,Health Care
TARS,Health Care
TASK,Information Technology
TATT,Industrials
TAYD,Industrials
TBBB,Consumer Staples
TBBK,Financials
TBCH,Information Technology
TBI,Industrials
TBLA,Communication Services
TBLD,Financials
TBN,Energy
TBPH,Health Care
TBRG,Health Care
TCBI,Financials
TCBK,Financials
TCBX,Financials
TCMD,Health Care
TCPC,Financials
TDAY,Communication Services
TDC,Information Technology
TDOC,Health Care
TDS,Communication Services
TDUP,Consumer Discretionary
TDW,Energy
TE,Industrials
TECX,Health Care
TEN,Energy
TENB,Information Technology
TENX,Health Care
TFIN,Financials
TFSL,Financials
TG,Industrials
TGB,Materials
TGEN,Industrials
TGLS,Materials
TGS,Energy
TH,Industrials
THFF,Financials
THM,Materials
THO,Consumer Discretionary
THRM,Consumer Discretionary
THRY,Information Technology
TIC,Industrials
TIGR,Financials
TII,Materials
TILE,Consumer Discretionary
TIPT,Financials
TITN,Industrials
TK,Energy
TKC,Communication Services
TKNO,Health Care
TLRY,Health Care
TLS,Information Technology
TLSI,Health Care
TLX,Health Care
TLYS,Consumer Discretionary
TMC,Materials
TMCI,Health Care
TMDX,Health Care
TMP,Financials
TMQ,Materials
TMS,Financials
TNC,Industrials
TNDM,Health Care
TNET,Industrials
TNGX,Health Care
TNK,Energy
TNL,Consumer Discretionary
TNXP,Health Care
TOI,Health Care
TONX,Information Technology
TOWN,Financials
TOYO,Information Technology
TPB,Consumer Staples
TPC,Industrials
TPVG,Financials
TR,Consumer Staples
TRC,Industrials
TRDA,Health Care
TREE,Financials
TREX,Industrials
TRIN,Financials
TRIP,Consumer Discretionary
TRLV,Health Care
TRMD,Energy
TRMK,Financials
TRN,Industrials
TRNS,Industrials
TRON,Consumer Discretionary
TROO,Financials
TROX,Materials
TRS,Consumer Discretionary
TRST,Financials
TRT,Information Technology
TRTX,Real Estate
TRUP,Financials
TRVI,Health Care
TSAT,Information Technology
TSBK,Financials
TSHA,Health Care
TSLX,Financials
TSSI,Information Technology
TTAM,Materials
TTEC,Information Technology
TTGT,Information Technology
TTI,Industrials
TUSK,Industrials
TUYA,Information Technology
TWFG,Financials
TWI,Industrials
TWIN,Industrials
TWO,Real Estate
TXG,Health Care
TXO,Energy
TY,Financials
TYG,Financials
TYGO,Information Technology
TYRA,Health Care
TZOO,Communication Services
UA,Consumer Discretionary
UAA,Consumer Discretionary
UAMY,Materials
UAN,Materials
UCB,Financials
UCTT,Information Technology
UE,Real Estate
UEC,Energy
UFCS,Financials
UFPI,Materials
UFPT,Health Care
UHAL,Industrials
UHT,Real Estate
UIS,Information Technology
ULCC,Industrials
UMAC,Information Technology
UMH,Real Estate
UNCY,Health Care
UNF,Industrials
UNFI,Consumer Staples
UNIT,Real Estate
UNMA,
UNTY,Financials
UP,Industrials
UPB,Health Care
UPBD,Information Technology
UPST,Financials
UPWK,Communication Services
URG,Energy
URGN,Health Care
UROY,Energy
USAC,Energy
USAR,Materials
USAS,Materials
USAU,Materials
USCB,Financials
USLM,Materials
USNA,Consumer Staples
USPH,Health Care
UTI,Consumer Staples
UTL,Utilities
UTMD,Health Care
UTZ,Consumer Staples
UUUU,Energy
UVE,Financials
UVSP,Financials
UVV,Consumer Staples
UWMC,Financials
VAC,Consumer Discretionary
VANI,Health Care
VATE,Industrials
VBNK,Financials
VC,Consumer Discretionary
VCEL,Health Care
VCV,Financials
VCYT,Health Care
VECO,Information Technology
VEL,Financials
VELO,Information Technology
VENU,Consumer Discretionary
VEON,Communication Services
VERA,Health Care
VERI,Information Technology
VERX,Information Technology
VET,Energy
VFF,Consumer Staples
VGM,Financials
VGZ,Materials
VIA,Information Technology
VIR,Health Care
VISN,Information Technology
VITL,Consumer Staples
VIVO,Information Technology
VKQ,Financials
VKTX,Health Care
VLGEA,Consumer Staples
VLN,Information Technology
VLRS,Industrials
VMD,Health Care
VMO,Financials
VNDA,Health Care
VNET,Information Technology
VNT,Information Technology
VOR,Health Care
VOXR,Materials
VOYG,Industrials
VPG,Information Technology
VRA,Consumer Discretionary
VRDN,Health Care
VREX,Health Care
VRRM,Information Technology
VRTS,Financials
VRXA,Health Care
VSTM,Health Care
VSTS,Industrials
VTEX,Information Technology
VTMX,Real Estate
VTOL,Energy
VTS,Energy
VTVT,Health Care
VUZI,Information Technology
VVV,Consumer Discretionary
VVX,Industrials
VWAV,Industrials
VYGR,Health Care
VYX,Information Technology
VZLA,Materials
WABC,Financials
WAFD,Financials
WALD,Consumer Staples
WASH,Financials
WATT,Information Technology
WAVE,Utilities
WAY,Health Care
WB,Communication Services
WBI,Energy
WBTN,Communication Services
WBX,Information Technology
WD,Financials
WDFC,Materials
WEAV,Health Care
WEN,Consumer Discretionary
WERN,Industrials
WEST,Consumer Staples
WGO,Consumer Discretionary
WGS,Health Care
WHD,Energy
WHR,Consumer Discretionary
WHWK,Health Care
WINA,Consumer Discretionary
WING,Consumer Discretionary
WIX,Information Technology
WK,Information Technology
WKC,Energy
WLDN,Industrials
WLFC,Industrials
WLY,Communication Services
WMK,Consumer Staples
WNC,Industrials
WOLF,Information Technology
WOOF,Consumer Discretionary
WOR,Industrials
WPP,Communication Services
WRAP,Information Technology
WRBY,Health Care
WRD,Information Technology
WRLD,Financials
WRN,Materials
WS,Materials
WSBC,Financials
WSBF,Financials
WSC,Industrials
WSFS,Financials
WSHP,Communication Services
WSR,Real Estate
WT,Financials
WTBA,Financials
WTFCN,Financials
WTI,Energy
WTTR,Energy
WU,Financials
WVE,Health Care
WW,Health Care
WWW,Consumer Discretionary
WYFI,Information Technology
WYY,Information Technology
XERS,Health Care
XFLT,Financials
XFOR,Health Care
XGN,Health Care
XHR,Real Estate
XIFR,Utilities
XMAX,Consumer Discretionary
XMTR,Industrials
XNCR,Health Care
XNET,Information Technology
XOMA,Health Care
XPEL,Consumer Discretionary
XPER,Information Technology
XPOF,Consumer Discretionary
XPRO,Energy
XRAY,Health Care
XRN,Real Estate
XRX,Industrials
XXI,Financials
XZO,Financials
YALA,Information Technology
YELP,Communication Services
YETI,Consumer Discretionary
YEXT,Information Technology
YORW,Utilities
YRD,Financials
ZBIO,Health Care
ZD,Communication Services
ZENA,Information Technology
ZGN,Consumer Discretionary
ZIM,Industrials
ZIP,Communication Services
ZLAB,Health Care
ZNTL,Health Care
ZSQR,Information Technology
ZUMZ,Consumer Discretionary
ZURA,Health Care
ZVIA,Consumer Staples
ZVRA,Health Care
ZYME,Health Care
